customer_id,application_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_term,interest_rate,existing_loans,credit_score,repayment_history,transacted_amount,join_date,default_flag,loan_purpose,total_debt,total_transactions,total_spending,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,loan_purpose_Unknown,annual_income_binned,annual_income_high,annual_income_quantile_binned,annual_income_kmeans_binned,annual_income_scaled,annual_income_log,annual_income_yeo_johnson,annual_income_box_cox,annual_income_log_col,annual_income_yeo_johnson_col,annual_income_box_cox_col,debt_to_income_ratio,avg_monthly_transaction,spending_to_income_ratio
CUST00127,APP000127,24.0,Male,West,Masters,Self-employed,194190.0,881906.64,24.0,19.77,4.0,687.0,Good,4312435.0,2023-03-12,0.0,Education,1081906.64,862.0,4312435.0,2023,3,12,6,3.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0268115194545381,12.176597489790163,0.2602458604929828,0.26024567561890216,12.176597489790163,0.2602458604929828,0.26024567561890216,5.5713531523088085,71.83333333333333,22.207182619173906
CUST00128,APP000128,26.0,Male,North,Masters,Salaried,161150.0,470802.35,48.0,19.82,3.0,508.0,Good,4082300.84,2020-10-23,1.0,Education,620802.35,816.0,4082300.84,2020,10,23,4,3.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.3104730842352971,11.990097092623028,-0.11608395644923288,-0.11608389147704172,11.990097092623028,-0.11608395644923288,-0.11608389147704172,3.852302188630539,68.0,25.332147116679387
CUST00129,APP000129,25.0,Female,South,Bachelors,Salaried,119160.0,113151.98,24.0,16.82,0.0,571.0,Good,4919692.76,2024-12-12,0.0,Education,113151.98,983.0,4919692.76,2024,12,12,3,2.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7391226153774333,11.688230798869883,-0.7175195733354264,-0.717519128079144,11.688230798869883,-0.7175195733354264,-0.717519128079144,0.9495722593801663,81.91666666666667,41.286098303975294
CUST00130,APP000130,29.0,Female,East,Bachelors,Self-employed,75030.0,830211.83,60.0,22.37,5.0,442.0,Good,4549621.0,2019-01-03,0.0,Personal,1080211.83,909.0,4549621.0,2019,1,3,3,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1896180621338628,11.22565664045309,-1.6210150378844308,-1.6210148765242987,11.22565664045309,-1.6210150378844308,-1.6210148765242987,14.396873692207222,75.75,60.636550225906625
CUST00131,APP000131,51.0,Other,North,Masters,Self-employed,171630.0,66688.43,60.0,20.9,3.0,368.0,Average,4260433.79,2022-08-20,0.0,Education,216688.43,852.0,4260433.79,2022,8,20,5,3.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.2034893479559547,12.05310210240092,0.010642504845242791,0.010642481007541515,12.05310210240092,0.010642504845242791,0.010642481007541515,1.2625250100506318,71.0,24.823218357988942
CUST00132,APP000132,50.0,Female,South,Masters,Self-employed,128700.0,732214.24,36.0,19.87,3.0,546.0,Average,272346.25,2024-06-24,0.0,Education,882214.24,54.0,272346.25,2024,6,24,0,3.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6417347485735281,11.765247163561801,-0.5649692189521827,-0.564968852740959,11.765247163561801,-0.5649692189521827,-0.564968852740959,6.8547582380867285,4.5,2.1161160363944336
CUST00133,APP000133,65.0,Male,East,Diploma,Salaried,147610.0,778428.1,84.0,7.95,4.0,560.0,Poor,531032.69,2019-03-21,0.0,Education,978428.1,106.0,531032.69,2019,3,21,3,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.4486944381687223,11.90233571411686,-0.2919138150864623,-0.291913625843041,11.90233571411686,-0.2919138150864623,-0.291913625843041,6.628422678526668,8.833333333333334,3.59751434513688
CUST00134,APP000134,40.0,Male,North,Diploma,Salaried,189540.0,365550.55,36.0,7.19,4.0,608.7894302320096,Good,2849226.14,2020-04-03,1.0,Education,565550.55,569.0,2849226.14,2020,4,3,4,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.0206574093335289,12.15236063894147,0.2111328580987781,0.2111327027605082,12.15236063894147,0.2111328580987781,0.2111327027605082,2.9837900507014314,47.416666666666664,15.032241784099483
CUST00135,APP000135,41.0,Female,North,Bachelors,Salaried,48410.0,828292.1,12.0,10.61,5.0,824.0,Average,2662081.44,2023-01-26,1.0,Personal,1078292.1,532.0,2662081.44,2023,1,26,3,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4613649189808182,10.787482339609461,-2.457031111931408,-2.4570337443421595,10.787482339609461,-2.457031111931408,-2.4570337443421595,22.273700192105103,44.333333333333336,54.98918510255933
CUST00136,APP000136,54.0,Female,South,High School,Salaried,75610.0,525346.22,60.0,18.28,2.0,629.0,Average,2295236.44,2022-06-13,0.0,Personal,625346.22,459.0,2295236.44,2022,6,13,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1836972065000824,11.233357054228645,-1.606151935836797,-1.6061517533546106,11.233357054228645,-1.606151935836797,-1.6061517533546106,8.270572006718599,38.25,30.35585351337768
CUST00137,APP000137,52.0,Male,Central,Masters,Self-employed,513100.0,474027.78,36.0,13.99,2.0,488.0,Good,1989978.73,2021-09-07,1.0,Business,574027.78,397.0,1989978.73,2021,9,7,1,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,3.282363364573344,13.148227985865987,2.2810210953030374,2.281022095058951,13.148227985865987,2.2810210953030374,2.281022095058951,1.1187422749127365,33.083333333333336,3.8783372669318514
CUST00138,APP000138,61.0,Female,North,Diploma,Unemployed,126340.0,64495.22,24.0,13.84,3.0,394.0,Good,2161740.32,2019-08-26,1.0,Education,214495.22,432.0,2161740.32,2019,8,26,0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6658265059799449,11.746739879570963,-0.6016833793970399,-0.601682992453805,11.746739879570963,-0.6016833793970399,-0.601682992453805,1.697748316065252,36.0,17.11036259013305
CUST00139,APP000139,57.0,Male,North,Bachelors,Self-employed,48410.0,304228.61,84.0,22.04,1.0,307.0,Poor,2850796.69,2021-09-13,1.0,Personal,354228.61,570.0,2850796.69,2021,9,13,0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4613649189808182,10.787482339609461,-2.457031111931408,-2.4570337443421595,10.787482339609461,-2.457031111931408,-2.4570337443421595,7.317109954349218,47.5,58.88737456363223
CUST00140,APP000140,39.0,Female,East,Diploma,Self-employed,78830.0,932389.77,84.0,22.22,1.0,366.0,Good,44135.33,2019-11-19,1.0,Personal,982389.77,8.0,44135.33,2019,11,19,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1508262493608188,11.275061599499308,-1.5255515723261008,-1.5255512880163444,11.275061599499308,-1.5255515723261008,-1.5255512880163444,12.461972701094748,0.6666666666666666,0.559872765790108
CUST00141,APP000141,44.0,Male,West,Masters,Salaried,550670.0,403987.48,48.0,22.46,2.0,795.0,Good,1310936.78,2019-12-17,0.0,Business,503987.48,262.0,1310936.78,2019,12,17,1,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,3.6658918924373607,13.218892813613383,2.4320113983378495,2.4320127558048834,13.218892813613383,2.4320113983378495,2.4320127558048834,0.9152242990823922,21.833333333333332,2.3806170653620766
CUST00142,APP000142,52.0,Male,South,Masters,Self-employed,114520.0,555766.51,24.0,12.34,1.0,490.0,Good,2596215.81,2024-06-13,0.0,Education,605766.51,519.0,2596215.81,2024,6,13,3,3.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7864894604476765,11.648513491273123,-0.7959511680823116,-0.7959506906401348,11.648513491273123,-0.7959511680823116,-0.7959506906401348,5.289567066302251,43.25,22.67021603024773
CUST00143,APP000143,18.0,Male,South,PhD,Salaried,290540.0,541381.25,48.0,18.75,2.0,665.0,Good,3613858.33,2019-10-11,0.0,Home,641381.25,722.0,3613858.33,2019,10,11,4,4.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0103881406868511,12.57949998128782,1.085815259603151,1.085814877398255,12.57949998128782,1.085815259603151,1.085814877398255,2.2075412764463533,60.166666666666664,12.438376442567487
CUST00144,APP000144,52.0,Male,Central,High School,Salaried,172920.0,598622.47,36.0,11.62,4.0,820.0,Average,879041.9,2024-12-21,0.0,Education,798622.47,175.0,879041.9,2024,12,21,5,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.1903205483566845,12.060590121785896,0.025731327590096786,0.025731293383340268,12.060590121785896,0.025731327590096786,0.025731293383340268,4.618423846727696,14.583333333333334,5.0834884137843295
CUST00145,APP000145,54.0,Male,Central,PhD,Salaried,127710.0,80104.34,12.0,10.24,3.0,592.5621113122631,Average,2738937.06,2020-05-30,1.0,Education,230104.34,547.0,2738937.06,2020,5,30,5,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6518410366380843,11.75752517770004,-0.5802921463110876,-0.5802917713301141,11.75752517770004,-0.5802921463110876,-0.5802917713301141,1.8017581884097689,45.583333333333336,21.446367658228343
CUST00146,APP000146,64.0,Female,South,Bachelors,Salaried,239840.0,374932.73,24.0,10.14,0.0,566.0,Good,3575153.82,2020-06-09,1.0,Home,374932.73,715.0,3575153.82,2020,6,9,1,2.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.4928236913201851,12.38773148277403,0.6907126070543645,0.69071223537471,12.38773148277403,0.6907126070543645,0.69071223537471,1.5632553650126542,59.583333333333336,14.906349706680675
CUST00147,APP000147,31.0,Female,Central,Diploma,Salaried,49410.0,728665.71,24.0,12.82,3.0,784.0,Good,2228692.01,2024-04-30,1.0,Personal,878665.71,445.0,2228692.01,2024,4,30,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4511565471984382,10.807928350453047,-2.418443506565589,-2.4184459220471535,10.807928350453047,-2.418443506565589,-2.4184459220471535,17.78279553135941,37.083333333333336,45.10517921110684
CUST00148,APP000148,20.0,Female,East,Bachelors,Student,79180.0,216549.05,24.0,14.31,2.0,808.0,Good,145134.86,2020-11-07,1.0,Personal,316549.05,29.0,145134.86,2020,11,7,5,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1472533192369858,11.279491650032252,-1.5169795480662072,-1.5169792541451628,11.279491650032252,-1.5169795480662072,-1.5169792541451628,3.997790505297988,2.4166666666666665,1.832950581578914
CUST00149,APP000149,18.0,Other,South,Masters,Salaried,127240.0,219506.81,48.0,21.13,2.0,597.0,Good,2251848.11,2021-12-21,1.0,Education,319506.81,450.0,2251848.11,2021,12,21,1,3.0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6566389713758028,11.753838204995983,-0.5876061263890917,-0.587605747280529,11.753838204995983,-0.5876061263890917,-0.587605747280529,2.5110366155563066,37.5,17.697504027789783
CUST00150,APP000150,22.0,Male,Central,PhD,Salaried,83160.0,29888.79,36.0,9.04,3.0,463.0,Good,1489259.99,2024-12-01,0.0,Personal,179888.79,297.0,1489259.99,2024,12,1,6,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1066239995431133,11.328533766911674,-1.4219523083567156,-1.4219519225863662,11.328533766911674,-1.4219523083567156,-1.4219519225863662,2.1631388511441663,24.75,17.908153942352786
CUST00151,APP000151,43.0,Male,South,PhD,Salaried,121740.0,448732.29,24.0,19.49,5.0,675.0,Average,4648951.54,2023-09-30,0.0,Education,698732.29,929.0,4648951.54,2023,9,30,5,4.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7127850161788929,11.70965111624122,-0.6751525680491494,-0.675152142757815,11.70965111624122,-0.6751525680491494,-0.675152142757815,5.739498525558358,77.41666666666667,38.187229774685605
CUST00152,APP000152,31.0,Female,West,PhD,Self-employed,249410.0,885079.69,24.0,16.03,2.0,567.0,Good,631820.79,2021-05-17,1.0,Home,985079.69,126.0,631820.79,2021,5,17,0,4.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.5905178092775617,12.426857417109488,0.7710044194366623,0.7710040311853924,12.426857417109488,0.7710044194366623,0.7710040311853924,3.9496240743190953,10.5,2.533251500535261
CUST00153,APP000153,56.0,Male,North,Bachelors,Self-employed,173870.0,70862.92,84.0,11.9,1.0,848.0,Good,3265855.02,2021-04-03,1.0,Education,120862.92,653.0,3265855.02,2021,4,3,5,2.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.1806225951634235,12.066068923928773,0.03677517758936769,0.036775135831022765,12.066068923928773,0.03677517758936769,0.036775135831022765,0.695129837638249,54.416666666666664,18.783207205341892
CUST00154,APP000154,44.0,Other,South,Masters,Self-employed,316570.0,207296.34,12.0,15.38,1.0,373.0,Average,273071.63,2022-06-30,0.0,Business,257296.34,54.0,273071.63,2022,6,30,3,3.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.2761120581822025,12.665302824002469,1.2638761960597809,1.2638758739871412,12.665302824002469,1.2638761960597809,1.2638758739871412,0.8127602970581639,4.5,0.8625920567581996
CUST00155,APP000155,26.0,Male,North,Diploma,Salaried,179460.0,323882.85,84.0,12.1,2.0,807.0,Good,2236390.48,2023-06-23,0.0,Education,423882.85,447.0,2236390.48,2023,6,23,4,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.1235577968999193,12.097713193108897,0.10062348393640345,0.10062339924067111,12.097713193108897,0.10062348393640345,0.10062339924067111,2.361977532722987,37.25,12.461707446186079
CUST00156,APP000156,32.0,Other,Central,Diploma,Self-employed,267330.0,737090.24,84.0,17.13,2.0,372.0,Average,2774357.64,2023-03-10,0.0,Home,837090.24,554.0,2774357.64,2023,3,10,4,1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.7734518316178113,12.4962428699629,0.9137954693125417,0.9137950690228434,12.4962428699629,0.9137954693125417,0.9137950690228434,3.1312875798167816,46.166666666666664,10.377986989911383
CUST00157,APP000157,32.0,Female,North,Bachelors,Salaried,157620.0,647822.88,12.0,14.38,5.0,607.0,Average,1496795.11,2023-11-30,0.0,Education,897822.88,299.0,1496795.11,2023,11,30,3,2.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.3465086366270985,11.967948696260057,-0.16053401712060184,-0.160533920601523,11.967948696260057,-0.16053401712060184,-0.160533920601523,5.696086688956421,24.916666666666668,9.496165549006795
CUST00158,APP000158,43.0,Female,South,PhD,Unemployed,121160.0,427625.03,36.0,9.79,1.0,498.0,Average,2280827.42,2024-10-20,1.0,Education,477625.03,456.0,2280827.42,2024,10,20,6,4.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7187058718126733,11.70487551865614,-0.6846022589868431,-0.6846018290976166,11.70487551865614,-0.6846022589868431,-0.6846018290976166,3.942069065128218,38.0,18.824765559874876
CUST00159,APP000159,59.0,Female,West,High School,Self-employed,341220.0,763887.56,84.0,8.98,2.0,429.0,Good,826133.43,2024-01-24,1.0,Business,863887.56,165.0,826133.43,2024,1,24,2,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.5277484226178695,12.740285640185176,1.420135197157259,1.4201349656163418,12.740285640185176,1.420135197157259,1.4201349656163418,2.531753790065676,13.75,2.4211095741469606
CUST00160,APP000160,30.0,Other,Central,Bachelors,Salaried,114160.0,617438.39,36.0,16.29,2.0,871.0,Good,1527578.01,2020-05-10,1.0,Education,717438.39,305.0,1527578.01,2020,5,10,6,2.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7901644742893333,11.645365011747952,-0.8021616855063813,-0.8021612058038222,11.645365011747952,-0.8021616855063813,-0.8021612058038222,6.284443811809638,25.416666666666668,13.380909504997328
CUST00161,APP000161,68.0,Female,South,Bachelors,Salaried,193290.0,898119.98,84.0,22.34,5.0,786.0,Good,3109320.56,2021-10-12,1.0,Education,1148119.98,621.0,3109320.56,2021,10,12,1,2.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0176239848503961,12.171952104360802,0.25082775944455765,0.2508275801343845,12.171952104360802,0.25082775944455765,0.2508275801343845,5.939852243508493,51.75,16.086214878085375
CUST00162,APP000162,49.0,Female,Central,Masters,Salaried,239050.0,821666.21,60.0,12.85,5.0,450.0,Good,1515982.28,2021-07-09,1.0,Home,1071666.21,303.0,1515982.28,2021,7,9,4,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.4847590776121049,12.384432197270767,0.6839494872060571,0.6839491172246845,12.384432197270767,0.6839494872060571,0.6839491172246845,4.4830024137108815,25.25,6.341668848906719
CUST00163,APP000163,56.0,Other,East,Diploma,Salaried,247890.0,267757.33,12.0,19.46,3.0,505.0,Average,4499717.96,2019-09-20,1.0,Home,417757.33,899.0,4499717.96,2019,9,20,4,1.0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.5750010841683441,12.420744412402563,0.7584489155905155,0.7584485294842747,12.420744412402563,0.7584489155905155,0.7584485294842747,1.6852460557261055,74.91666666666667,18.152002129968412
CUST00164,APP000164,66.0,Female,North,Bachelors,Salaried,90880.0,286009.81,84.0,18.2,5.0,478.0,Average,3145750.72,2022-10-16,1.0,Personal,536009.81,629.0,3145750.72,2022,10,16,6,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0278153693831398,11.417306237415566,-1.2493230597607519,-1.249322569493965,11.417306237415566,-1.2493230597607519,-1.249322569493965,5.89793037048448,52.416666666666664,34.61395363167219
CUST00165,APP000165,69.0,Female,East,Bachelors,Self-employed,275400.0,142849.35,60.0,22.84,0.0,496.0,Average,2198858.6,2019-03-28,1.0,Home,142849.35,439.0,2198858.6,2019,3,28,3,2.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.8558333919016179,12.525983496352161,0.9751578656651113,0.9751574675570727,12.525983496352161,0.9751578656651113,0.9751574675570727,0.5186958289911802,36.583333333333336,7.984207029023134
CUST00166,APP000166,49.0,Female,South,PhD,Salaried,99760.0,350225.43,48.0,20.96,1.0,388.0,Poor,203397.11,2021-07-31,0.0,Personal,400225.43,40.0,203397.11,2021,7,31,5,4.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9371650279556053,11.510532604361416,-1.0671723260155022,-1.0671717985761593,11.510532604361416,-1.0671723260155022,-1.0671717985761593,4.011842603823137,3.3333333333333335,2.0388439370094527
CUST00167,APP000167,21.0,Male,West,PhD,Salaried,244100.0,990284.65,60.0,16.63,3.0,733.0,Average,2502746.19,2021-06-21,0.0,Home,1149553.04,500.0,2502746.19,2021,6,21,0,4.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.5363113551131239,12.405337353054348,0.7268220562485671,0.7268216762864224,12.405337353054348,0.7268220562485671,0.7268216762864224,4.709333595519888,41.666666666666664,10.252912482947632
CUST00168,APP000168,47.0,Female,Central,High School,Salaried,212690.0,417636.15,24.0,18.17,0.0,482.0,Good,3826233.45,2019-01-30,0.0,Home,417636.15,765.0,3826233.45,2019,1,30,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.2156663974285681,12.267595687176037,0.44519626150405794,0.4451959785992392,12.267595687176037,0.44519626150405794,0.4451959785992392,1.9635816748240407,63.75,17.989634963397606
CUST00169,APP000169,54.0,Female,North,Masters,Salaried,245070.0,236078.67,84.0,22.27,2.0,508.0,Good,1335132.41,2019-10-18,1.0,Home,336078.67000000004,267.0,1335132.41,2019,10,18,4,3.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.5462134757420325,12.409303243462505,0.734960619781657,0.7349602381381171,12.409303243462505,0.734960619781657,0.7349602381381171,1.3713522611814537,22.25,5.4479412496786646
CUST00170,APP000170,40.0,Female,Central,High School,Unemployed,89100.0,767233.23,60.0,13.79,2.0,792.0,Average,4035800.11,2019-08-30,0.0,Personal,867233.23,807.0,4035800.11,2019,8,30,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0459862711557761,11.397525836740476,-1.2878576015321088,-1.2878571282112128,11.397525836740476,-1.2878576015321088,-1.2878571282112128,9.733148112815794,67.25,45.294666838756015
CUST00171,APP000171,56.0,Male,South,PhD,Salaried,218370.0,551621.58,36.0,12.56,3.0,429.0,Good,1266515.76,2021-07-26,1.0,Home,701621.58,253.0,1266515.76,2021,7,26,0,4.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.2736499491524865,12.293950730153544,0.4989256121123014,0.4989253053218647,12.293950730153544,0.4989256121123014,0.4989253053218647,3.212979653891771,21.083333333333332,5.799834959770299
CUST00172,APP000172,62.0,Male,Central,Diploma,Self-employed,280070.0,166609.42,48.0,7.19,5.0,312.0,Good,4120494.48,2019-10-04,0.0,Home,416609.42,824.0,4120494.48,2019,10,4,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.9035064881253325,12.542798421436157,1.0098933251613142,1.0098929303547182,12.542798421436157,1.0098933251613142,1.0098929303547182,1.4875135947670413,68.66666666666667,14.712321090009318
CUST00173,APP000173,32.0,Female,North,PhD,Unemployed,179280.0,17752.613445032097,84.0,21.05,2.0,405.0,Good,435489.02,2019-05-09,0.0,Education,100000.0,87.0,435489.02,2019,5,9,3,4.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.1253953038207477,12.096709686326276,0.09859710470772667,0.09859702135383605,12.096709686326276,0.09859710470772667,0.09859702135383605,0.5577835911223163,7.25,2.4290862946993825
CUST00174,APP000174,60.0,Female,South,Masters,Self-employed,108090.0,426180.32,24.0,20.62,4.0,674.0,Average,4332256.71,2022-09-15,0.0,Education,626180.3200000001,866.0,4332256.71,2022,9,15,3,3.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8521292910083799,11.590728743917088,-0.9097723429087053,-0.9097718316080382,11.590728743917088,-0.9097723429087053,-0.9097718316080382,5.793084715656253,72.16666666666667,40.07971718274417
CUST00175,APP000175,46.0,Female,Central,PhD,Unemployed,257780.0,758753.11,60.0,8.78,3.0,881.0,Good,2500940.39,2019-10-18,0.0,Home,908753.11,500.0,2500940.39,2019,10,18,4,4.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.6759618810960824,12.459865666228149,0.838869115774789,0.8388687189116074,12.459865666228149,0.838869115774789,0.8388687189116074,3.5252912743763116,41.666666666666664,9.701802654190962
CUST00176,APP000176,53.0,Female,West,Masters,Salaried,172290.0,40257.94,48.0,16.81,0.0,398.0,Average,1489722.57,2024-10-06,1.0,Education,40257.94,297.0,1489722.57,2024,10,6,6,3.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.1967518225795839,12.056940186677,0.01837574803532421,0.018375718876124728,12.056940186677,0.01837574803532421,0.018375718876124728,0.2336624664085762,24.75,8.646548978182262
CUST00177,APP000177,30.0,Male,South,Masters,Student,70460.0,283639.25,84.0,14.89,3.0,893.0,Average,1332915.12,2021-09-01,1.0,Personal,433639.25,266.0,1332915.12,2021,9,1,2,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2362703211793393,11.162814644244133,-1.7420884099557084,-1.7420884499231002,11.162814644244133,-1.7420884099557084,-1.7420884499231002,6.154315862675807,22.166666666666668,18.917062204623836
CUST00178,APP000178,49.0,Male,South,Masters,Salaried,103970.0,527244.38,48.0,9.02,1.0,886.0,Good,2165732.69,2022-02-14,0.0,Education,577244.38,433.0,2165732.69,2022,2,14,0,3.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8941877827517855,11.551867293084847,-0.9861272491356762,-0.9861267250983635,11.551867293084847,-0.9861272491356762,-0.9861267250983635,5.551974877610103,36.083333333333336,20.830161198795818
CUST00179,APP000179,24.0,Male,West,Masters,Salaried,125100.0,283469.81,24.0,23.67,5.0,491.0,Good,4942567.52,2024-06-11,1.0,Education,533469.81,988.0,4942567.52,2024,6,11,1,3.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6784848869900961,11.73687669002817,-0.6212352257878869,-0.6212348282113356,11.73687669002817,-0.6212352257878869,-0.6212348282113356,4.264312915164547,82.33333333333333,39.508617197304574
CUST00180,APP000180,68.0,Male,East,Masters,Self-employed,345560.0,635865.37,60.0,10.65,5.0,624.0,Good,1109433.69,2021-05-27,0.0,Business,885865.37,221.0,1109433.69,2021,5,27,3,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.5720527561533988,12.752924462322088,1.4465337121848352,1.4465334996097832,12.752924462322088,1.4465337121848352,1.4465334996097832,2.5635571433118898,18.416666666666668,3.2105292263883944
CUST00181,APP000181,39.0,Female,North,Diploma,Student,316500.0,492230.13,48.0,8.14,3.0,766.0,Average,525051.08,2020-06-25,0.0,Business,642230.13,105.0,525051.08,2020,6,25,3,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.275397472157436,12.66508168011904,1.2634162484469713,1.2634159261613604,12.66508168011904,1.2634162484469713,1.2634159261613604,2.0291567167244335,8.75,1.6589239212514335
CUST00182,APP000182,45.0,Male,East,High School,Unemployed,316000.0,374476.05,48.0,17.11,2.0,666.0,Average,2929325.49,2024-04-20,1.0,Business,474476.05,585.0,2929325.49,2024,4,20,5,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.270293286266246,12.663500657121004,1.2601281011385053,1.2601277773393151,12.663500657121004,1.2601281011385053,1.2601277773393151,1.5015017357540008,48.75,9.269988038012539
